Name	GenBank (assembly) accession number	Virus-Host-DB Host	TaxID	NCBI-superkingdom	NCBI-order	NCBI-family	NCBI-subfamily	NCBI-genus	NCBI-species	ICTV-Order	ICTV-Family	ICTV-Subfamily	ICTV-Genus	ICTV-Species	vConTACT_v1.0-IF_1.4_VCs	vConTACT_v1.0-IF_2.0_VCs	vConTACT_v1.0-IF_3.0_VCs	vConTACT_v1.0-IF_4.0_VCs	vConTACT_v1.0-IF_5.0_VCs	vConTACT_v1.0_IF_6.0_VCs	vConTACT_v1.0_IF_7.0_VCs	vConTACT_v2.0_VCs	Type_V2.0	VC Size	VC_Subcluster	VC Subcluster Size	Quality	Adj P-value (1-Pvalue)	Topology Confidence Score	Taxon (Genus) Prediction Score
Brevibacillus_phage_Jenst	NC_028805	Bacteria	1691954	Viruses	Caudovirales	Siphoviridae		Jenstvirus	Brevibacillus virus Jenst	Caudovirales	Siphoviridae		Jenstvirus	Brevibacillus virus Jenst	31	233	259	276	286	288	291	213	cluster	1	VC_213_1	1	0.0000	1.0000	0.0000	1.0000
Bacillus_phage_SPP1	NC_004166	Bacteria	10724	Viruses	Caudovirales	Siphoviridae		Lambdavirus	Bacillus phage SPP1						2	230	256	272	282	284	287	214	cluster	2	VC_214_0	2	0.0961	0.9523	0.0915	1.0000
Geobacillus_phage_GBK2	NC_023612	Bacteria	1458842	Viruses	Caudovirales	Siphoviridae			Geobacillus phage GBK2						8	230	256	272	282	284	287	214	cluster	2	VC_214_0	2	0.0961	0.9523	0.0915	1.0000
Enterococcus_phage_phiFL1A	NC_013646	Bacteria	673832	Viruses	Caudovirales	Siphoviridae		Phifelvirus	Enterococcus virus FL1	Caudovirales	Siphoviridae		Phifelvirus	Enterococcus virus FL1	2	166	180	181	192	194	197	215	cluster	3	VC_215_0	3	0.3072	0.9983	0.3067	1.0000
Enterococcus_phage_phiFL2A	NC_013643	Bacteria	673835	Viruses	Caudovirales	Siphoviridae		Phifelvirus	Enterococcus virus FL2	Caudovirales	Siphoviridae		Phifelvirus	Enterococcus virus FL2	2	166	180	181	192	194	197	215	cluster	3	VC_215_0	3	0.3072	0.9983	0.3067	1.0000
Enterococcus_phage_phiFL3A	NC_013648	Bacteria	673837	Viruses	Caudovirales	Siphoviridae		Phifelvirus	Enterococcus virus FL3	Caudovirales	Siphoviridae		Phifelvirus	Enterococcus virus FL3	2	166	180	181	192	194	197	215	cluster	3	VC_215_0	3	0.3072	0.9983	0.3067	1.0000
Pseudomonas_phage_B3	NC_006548	Bacteria	151599	Viruses	Caudovirales	Siphoviridae			Pseudomonas phage B3						15	14	15	200	159	158	160	217	cluster	4	VC_217_0	4	0.2162	1.0000	0.2162	1.0000
Pseudomonas_phage_JBD18	NC_027986	Bacteria	1225791	Viruses	Caudovirales	Siphoviridae			Pseudomonas phage JBD18						15	14	15	200	159	158	160	217	cluster	4	VC_217_0	4	0.2162	1.0000	0.2162	1.0000
Pseudomonas_phage_JBD25	NC_027992	Bacteria	1225792	Viruses	Caudovirales	Siphoviridae			Pseudomonas phage JBD25						15	14	15	17	159	158	160	217	cluster	4	VC_217_0	4	0.2162	1.0000	0.2162	1.0000
Pseudomonas_phage_vB_PaeS_PM105	NC_028667	Bacteria	1743016	Viruses	Caudovirales	Siphoviridae			Pseudomonas phage vB_PaeS_PM105						15	14	15	200	159	158	160	217	cluster	4	VC_217_0	4	0.2162	1.0000	0.2162	1.0000
Pseudomonas_phage_201phi2-1	NC_010821	Bacteria	198110	Viruses	Caudovirales	Myoviridae		Phikzvirus	Pseudomonas phage 201phi2-1						22	25	144	144	112	113	116	219	cluster	3	VC_219_1	3	0.2653	0.9979	0.2648	0.6667
Pseudomonas_phage_phiKZ	NC_004629	Bacteria	169683	Viruses	Caudovirales	Myoviridae		Phikzvirus	Pseudomonas phage phiKZ	Caudovirales	Myoviridae		Phikzvirus	Pseudomonas virus phiKZ	22	25	144	144	112	113	116	219	cluster	3	VC_219_1	3	0.2653	0.9979	0.2648	0.6667
Pseudomonas_phage_PhiPA3	NC_028999	Bacteria	998086	Viruses	Caudovirales	Myoviridae		Phikzvirus	Pseudomonas phage PhiPA3						22	25	144	144	112	113	116	219	cluster	3	VC_219_1	3	0.2653	0.9979	0.2648	0.6667
Ralstonia_phage_RSF1	NC_028899	Bacteria	1689679	Viruses	Caudovirales	Myoviridae		Rsl2virus	Ralstonia virus RSF1	Caudovirales	Myoviridae		Rsl2virus	Ralstonia virus RSF1	22	25	248	261	269	271	275	219	cluster	2	VC_219_0	2	0.1456	0.9497	0.1383	1.0000
Ralstonia_phage_RSL2	NC_028950	Bacteria	1585840	Viruses	Caudovirales	Myoviridae		Rsl2virus	Ralstonia virus RSL2	Caudovirales	Myoviridae		Rsl2virus	Ralstonia virus RSL2	22	25	248	261	269	271	275	219	cluster	2	VC_219_0	2	0.1456	0.9497	0.1383	1.0000
Bacillus_virus_250	NC_029024	Bacteria	701257	Viruses	Caudovirales	Siphoviridae		Cecivirus	Bacillus virus 250	Caudovirales	Siphoviridae		Cecivirus	Bacillus virus 250	8	147	154	208	217	219	224	220	cluster	2	VC_220_0	2	0.3240	0.9482	0.3072	1.0000
Bacillus_virus_IEBH	NC_011167	Bacteria	552525	Viruses	Caudovirales	Siphoviridae		Cecivirus	Bacillus virus IEBH	Caudovirales	Siphoviridae		Cecivirus	Bacillus virus IEBH	8	147	154	208	217	219	224	220	cluster	2	VC_220_0	2	0.3240	0.9482	0.3072	1.0000
Staphylococcus_phage_6ec	NC_024355	Bacteria	1500386	Viruses	Caudovirales	Siphoviridae		Sextaecvirus	Staphylococcus virus Sextaec	Caudovirales	Siphoviridae		Sextaecvirus	Staphylococcus virus Sextaec	103	163	172	173	183	185	188	221	cluster	2	VC_221_0	2	0.3063	0.9553	0.2926	1.0000
Staphylococcus_phage_vB_SepS_SEP9	NC_023582	Bacteria	1434319	Viruses	Caudovirales	Siphoviridae		Sextaecvirus	Staphylococcus virus SEP9	Caudovirales	Siphoviridae		Sextaecvirus	Staphylococcus virus SEP9	103	163	172	173	183	185	188	221	cluster	2	VC_221_0	2	0.3063	0.9553	0.2926	1.0000
Bacillus_virus_1	NC_009737	Bacteria	396034	Viruses	Caudovirales				Bacillus virus 1	Caudovirales	Myoviridae		Svunavirus	Bacillus virus 1	2	182	201	205	214	216	221	223	cluster	2	VC_223_0	2	0.2716	0.9526	0.2587	1.0000
Geobacillus_phage_GBSV1	NC_008376	Bacteria	365048	Viruses	Caudovirales				Geobacillus phage GBSV1	Caudovirales	Myoviridae		Svunavirus	Geobacillus virus GBSV1	2	182	201	205	214	216	221	223	cluster	2	VC_223_0	2	0.2716	0.9526	0.2587	1.0000
Enterococcus_phage_vB_Efae230P-4	NC_025467	Bacteria	1161939	Viruses	Caudovirales	Podoviridae			Enterococcus phage vB_Efae230P-4						35	220	244	257	190	192	195	225	cluster	2	VC_225_0	2	0.2549	0.9426	0.2403	1.0000
Enterococcus_phage_vB_EfaP_IME195	NC_028693	Bacteria	1747288	Viruses	Caudovirales	Podoviridae			Enterococcus phage vB_EfaP_IME195						35	220	244	257	190	192	195	225	cluster	2	VC_225_0	2	0.2549	0.9426	0.2403	1.0000
Shewanella_sp._phage_1/4	NC_025436	Bacteria	1458859	Viruses	Caudovirales	Myoviridae			Shewanella sp. phage 1/4						16	188	206	214	223	226	232	226	cluster	2	VC_226_0	2	0.2397	0.9555	0.2290	1.0000
Shewanella_sp._phage_1/40	NC_025470	Bacteria	1458860	Viruses	Caudovirales	Myoviridae			Shewanella sp. phage 1/40						16	188	206	214	223	226	232	226	cluster	2	VC_226_0	2	0.2397	0.9555	0.2290	1.0000
Achromobacter_phage_83-24	NC_028834	Bacteria	1589747	Viruses	Caudovirales	Siphoviridae		Jwxvirus	Achromobacter virus 83-24	Caudovirales	Siphoviridae		Jwxvirus	Achromobacter virus 83-24	12	194	214	224	233	235	304	227	cluster	2	VC_227_0	2	0.2213	0.9511	0.2105	1.0000
Achromobacter_phage_JWX	NC_028768	Bacteria	1589746	Viruses	Caudovirales	Siphoviridae		Jwxvirus	Achromobacter virus JWX	Caudovirales	Siphoviridae		Jwxvirus	Achromobacter virus JWX	12	194	214	224	233	235	304	227	cluster	2	VC_227_0	2	0.2213	0.9511	0.2105	1.0000
Streptococcus_phage_315.6	NC_004589	Bacteria	198543	Viruses	Caudovirales	Podoviridae			Streptococcus phage 315.6						2	229	255	271	281	283	286	229	cluster	2	VC_229_0	2	0.1739	0.9559	0.1662	1.0000
Streptococcus_phage_P9	NC_009819	Bacteria	403905	Viruses	Caudovirales	Siphoviridae			Streptococcus phage P9						2	229	255	271	281	283	286	229	cluster	2	VC_229_0	2	0.1739	0.9559	0.1662	1.0000
Acinetobacter_phage_Bphi-B1251	NC_019541	Bacteria	1221835	Viruses	Caudovirales	Podoviridae			Acinetobacter phage Bphi-B1251						3	189	208	216	224	227	233	230	cluster	2	VC_230_0	2	0.1737	0.9513	0.1652	1.0000
Acinetobacter_phage_vB_AbaS_TRS1	NC_031098	Bacteria	1852629	Viruses	Caudovirales	Siphoviridae			Acinetobacter phage vB_AbaS_TRS1						3	189	208	216	224	227	233	230	cluster	2	VC_230_0	2	0.1737	0.9513	0.1652	1.0000
Cronobacter_phage_vB_CsaP_GAP52	NC_019402	Bacteria	1141137	Viruses	Caudovirales	Podoviridae		Phieco32virus	Cronobacter phage vB_CsaP_GAP52						46	71	69	66	68	272	276	231	cluster	2	VC_231_0	2	0.1689	0.9549	0.1613	1.0000
Salmonella_phage_7-11	NC_015938	Bacteria	1054968	Viruses	Caudovirales	Podoviridae			Salmonella phage 7-11						46	71	69	66	68	272	276	231	cluster	2	VC_231_0	2	0.1689	0.9549	0.1613	1.0000
Pseudomonas_phage_PaMx28	NC_028931	Bacteria	1175659	Viruses	Caudovirales	Siphoviridae		Pamx74virus	Pseudomonas virus PaMx28	Caudovirales	Siphoviridae		Pamx74virus	Pseudomonas virus PaMx28	12	49	213	223	232	234	179	232	cluster	2	VC_232_0	2	0.1615	0.9551	0.1543	1.0000
Pseudomonas_phage_PaMx74	NC_028809	Bacteria	1175663	Viruses	Caudovirales	Siphoviridae		Pamx74virus	Pseudomonas virus PaMx74	Caudovirales	Siphoviridae		Pamx74virus	Pseudomonas virus PaMx74	12	49	213	223	232	234	179	232	cluster	2	VC_232_0	2	0.1615	0.9551	0.1543	1.0000
Streptococcus_phage_315.1	NC_004584	Bacteria	198538	Viruses	Caudovirales	Podoviridae			Streptococcus phage 315.1						2	183	155	155	164	164	166	233	cluster	2	VC_233_0	2	0.1592	0.9543	0.1519	1.0000
Streptococcus_phage_phi3396	NC_009018	Bacteria	423476	Viruses	Caudovirales	Siphoviridae			Streptococcus phage phi3396						2	183	155	155	164	164	166	233	cluster	2	VC_233_0	2	0.1592	0.9543	0.1519	1.0000
Halomonas_phage_phiHAP-1	NC_010342	Bacteria	499235	Viruses	Caudovirales	Myoviridae		Hapunavirus	Halomonas phage phiHAP-1	Caudovirales	Myoviridae	Vequintavirinae	Hapunavirus	Halomonas virus HAP1	11	114	119	119	123	289	292	234	cluster	2	VC_234_0	2	0.1534	0.9538	0.1463	1.0000
Vibrio_phage_VP882	NC_009016	Bacteria	261726	Viruses	Caudovirales	Myoviridae		Hapunavirus	Vibrio phage VP882	Caudovirales	Myoviridae	Vequintavirinae	Hapunavirus	Vibrio virus VP882	11	114	119	119	123	289	292	234	cluster	2	VC_234_0	2	0.1534	0.9538	0.1463	1.0000
Lactobacillus_phage_LL-H	NC_009554	Bacteria	12348	Viruses	Caudovirales	Siphoviridae			Lactobacillus phage LL-H						2	106	105	106	107	108	110	235	cluster	2	VC_235_0	2	0.1455	0.9537	0.1388	1.0000
Lactobacillus_phage_phiJB	NC_022775	Bacteria	1399941	Viruses	Caudovirales	Siphoviridae			Lactobacillus phage phiJB						2	106	105	106	107	108	110	235	cluster	2	VC_235_0	2	0.1455	0.9537	0.1388	1.0000
Lactobacillus_phage_iA2	NC_028830	Bacteria	1739609	Viruses	Caudovirales	Siphoviridae			Lactobacillus phage iA2						8	228	254	270	280	282	285	236	cluster	2	VC_236_0	2	0.1427	0.9543	0.1362	1.0000
Lactobacillus_phage_PLE2	NC_031036	Bacteria	1815511	Viruses	Caudovirales	Siphoviridae			Lactobacillus phage PLE2						8	228	254	270	280	282	285	236	cluster	2	VC_236_0	2	0.1427	0.9543	0.1362	1.0000
Bacteriophage_APSE-2	NC_011551	Bacteria	340054	Viruses	Caudovirales	Podoviridae			Bacteriophage APSE-2						3	18	200	204	212	215	220	237	cluster	2	VC_237_0	2	0.1365	0.9532	0.1301	1.0000
Hamiltonella_virus_APSE1	NC_000935	Bacteria	67571	Viruses	Caudovirales	Podoviridae			Hamiltonella virus APSE1	Caudovirales	Podoviridae		Unassigned	Hamiltonella virus APSE1	3	18	200	204	212	215	220	237	cluster	2	VC_237_0	2	0.1365	0.9532	0.1301	1.0000
Acinetobacter_phage_vB_AbaM_Acibel004	NC_025462	Bacteria	1481186	Viruses	Caudovirales	Myoviridae			Acinetobacter phage vB_AbaM_Acibel004						20	15	264	282	292	295	299	238	cluster	2	VC_238_0	2	0.1355	0.9554	0.1295	1.0000
Acinetobacter_phage_vB_AbaM_phiAbaA1	NC_031280	Bacteria	1605379	Viruses	Caudovirales	Myoviridae			Acinetobacter phage vB_AbaM_phiAbaA1						20	15	264	282	292	295	299	238	cluster	2	VC_238_0	2	0.1355	0.9554	0.1295	1.0000
Enterobacteria_phage_phi92	NC_023693	Bacteria	948870	Viruses	Caudovirales	Myoviridae			Enterobacteria phage phi92						16	26	263	280	290	293	297	239	cluster	2	VC_239_0	2	0.1264	0.9568	0.1209	1.0000
Escherichia_phage_phAPEC8	NC_020079	Bacteria	1229753	Viruses	Caudovirales	Myoviridae			Escherichia phage phAPEC8						16	26	263	280	290	293	297	239	cluster	2	VC_239_0	2	0.1264	0.9568	0.1209	1.0000
Klebsiella_phage_phiKO2	NC_005857	Bacteria	255431	Viruses	Caudovirales	Siphoviridae			Klebsiella phage phiKO2						3	158	167	136	178	180	183	240	cluster	2	VC_240_0	2	0.1183	0.9504	0.1124	1.0000
Yersinia_phage_PY54	NC_005069	Bacteria	172667	Viruses	Caudovirales	Siphoviridae			Yersinia phage PY54						3	158	167	136	178	180	183	240	cluster	2	VC_240_0	2	0.1183	0.9504	0.1124	1.0000
Lactobacillus_phage_LF1	NC_019486	Bacteria	947980	Viruses	Caudovirales	Siphoviridae			Lactobacillus phage LF1						8	41	68	65	67	68	68	241	cluster	2	VC_241_0	2	0.1080	0.9534	0.1030	1.0000
Lactobacillus_phage_phiPYB5	NC_027982	Bacteria	438780	Viruses	Caudovirales	Siphoviridae			Lactobacillus phage phiPYB5						8	41	68	65	67	68	68	241	cluster	2	VC_241_0	2	0.1080	0.9534	0.1030	1.0000
Pseudomonas_phage_KPP21	NC_029017	Bacteria	1678082	Viruses	Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus KPP21	Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus KPP21	14	10	46	47	48	47	48	242	cluster	2	VC_242_0	2	0.0893	0.9541	0.0852	1.0000
Pseudomonas_phage_LUZ7	NC_013691	Bacteria	655097	Viruses	Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus LUZ7	Caudovirales	Podoviridae		Luz7virus	Pseudomonas virus LUZ7	14	10	46	47	48	47	48	242	cluster	2	VC_242_0	2	0.0893	0.9541	0.0852	1.0000
Vibrio_phage_JA-1	NC_021540	Bacteria	1283071	Viruses	Caudovirales	Podoviridae		N4virus	Vibrio phage JA-1						14	10	17	23	21	22	303	243	cluster	2	VC_243_0	2	0.0738	0.9541	0.0704	1.0000
Vibrio_phage_phi_1	NC_028799	Bacteria	1589297	Viruses	Caudovirales	Podoviridae			Vibrio phage phi 1						14	10	17	23	21	22	303	243	cluster	2	VC_243_0	2	0.0738	0.9541	0.0704	1.0000
Gordonia_phage_GMA1	NC_030902	Bacteria	1647470	Viruses	Caudovirales	Siphoviridae			Gordonia phage GMA1						7	43	44	45	46	44	45	244	cluster	2	VC_244_0	2	0.0738	0.9553	0.0705	1.0000
Rhodococcus_phage_REQ3	NC_016654	Bacteria	1109714	Viruses					Rhodococcus phage REQ3						7	43	44	45	46	44	45	244	cluster	2	VC_244_0	2	0.0738	0.9553	0.0705	1.0000
Bacillus_phage_SP-15	NC_031245	Bacteria	1792032	Viruses	Caudovirales	Myoviridae			Bacillus phage SP-15						31	47	43	44	45	43	44	245	cluster	1	VC_245_0	1	0.0000	1.0000	0.0000	1.0000
Bacillus_virus_G	NC_023719	Bacteria	1084719	Viruses	Caudovirales	Myoviridae			Bacillus virus G	Caudovirales	Myoviridae		Unassigned	Bacillus virus G	31	47	43	44	45	43	44	245	cluster	1	VC_245_1	1	0.0000	1.0000	0.0000	1.0000
Vibrio_phage_phi_3	NC_028895	Bacteria	1589298	Viruses	Caudovirales	Siphoviridae		T5virus	Vibrio phage phi 3						24	32	30	27	26	25	24	246	cluster	2	VC_246_0	2	0.0699	0.9532	0.0666	1.0000
Vibrio_phage_pVp-1	NC_019529	Bacteria	1150989	Viruses	Caudovirales	Siphoviridae		T5virus	Vibrio phage pVp-1						24	32	30	27	26	25	24	246	cluster	2	VC_246_0	2	0.0699	0.9532	0.0666	1.0000
Erwinia_phage_phiEa104	NC_015292	Bacteria	925986	Viruses	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Erwinia virus Ea214	Caudovirales	Myoviridae	Ounavirinae	Ea214virus	Erwinia virus Ea214	23	30	28	25	23	21	21	247	cluster	2	VC_247_0	2	0.0678	0.9551	0.0648	1.0000
Erwinia_phage_phiEa21-4	NC_011811	Bacteria	557393	Viruses	Caudovirales	Myoviridae	Ounavirinae	Felixo1virus	Erwinia virus Ea214	Caudovirales	Myoviridae	Ounavirinae	Ea214virus	Erwinia virus Ea214	23	30	28	25	23	21	21	247	cluster	2	VC_247_0	2	0.0678	0.9551	0.0648	1.0000
Mycobacterium_phage_PegLeg	NC_021299	Bacteria	1325953	Viruses	Caudovirales	Siphoviridae			Mycobacterium phage PegLeg						13	39	38	38	37	35	35	248	cluster	2	VC_248_0	2	0.0463	0.9557	0.0442	1.0000
Mycobacterium_phage_Wildcat	NC_008206	Bacteria	373415	Viruses	Caudovirales	Siphoviridae		Wildcatvirus	Mycobacterium virus Wildcat	Caudovirales	Siphoviridae		Wildcatvirus	Mycobacterium virus Wildcat	13	39	38	38	37	35	35	248	cluster	2	VC_248_0	2	0.0463	0.9557	0.0442	1.0000
Erwinia_phage_phiEt88	NC_015295	Bacteria	925984	Viruses	Caudovirales	Myoviridae			Erwinia phage phiEt88						3	18	19	15	13	14	15	249	cluster	2	VC_249_0	2	0.0371	0.9552	0.0354	1.0000
Xanthomonas_phage_vB_XveM_DIBBI	NC_017981	Bacteria	1129194	Viruses	Caudovirales	Myoviridae			Xanthomonas phage vB_XveM_DIBBI						3	13	13	12	27	26	25	249	cluster	2	VC_249_0	2	0.0371	0.9552	0.0354	1.0000
Rhizobium_phage_vB_RleM_P10VF	NC_025429	Bacteria	1527770	Viruses	Caudovirales	Myoviridae			Rhizobium phage vB_RleM_P10VF						1	2	1	1	1	1	300	250	cluster	2	VC_250_0	2	0.0329	0.9576	0.0315	1.0000
Sinorhizobium_phage_phiM9	NC_028676	Bacteria	1636182	Viruses	Caudovirales	Myoviridae			Sinorhizobium phage phiM9						1	2	1	1	1	1	300	250	cluster	2	VC_250_0	2	0.0329	0.9576	0.0315	1.0000
Sinorhizobium_phage_phiM12	NC_027204	Bacteria	1357423	Viruses	Caudovirales	Myoviridae		M12virus	Sinorhizobium virus M12	Caudovirales	Myoviridae		M12virus	Sinorhizobium virus M12	1	2	1	5	5	5	0	251	cluster	2	VC_251_0	2	0.0277	0.9576	0.0265	1.0000
Sinorhizobium_phage_phiN3	NC_028945	Bacteria	1647405	Viruses	Caudovirales	Myoviridae		M12virus	Sinorhizobium virus N3	Caudovirales	Myoviridae		M12virus	Sinorhizobium virus N3	1	2	7	5	5	5	0	251	cluster	2	VC_251_0	2	0.0277	0.9576	0.0265	1.0000
Escherichia_virus_BZ13	NC_001426	Bacteria	329853	Viruses		Leviviridae		Levivirus	Escherichia virus BZ13	Unassigned	Leviviridae		Levivirus	Escherichia virus BZ13	51	77	245	259	267	269	273	252	cluster	2	VC_252_0	2	0.3203	0.9978	0.3196	1.0000
Escherichia_virus_MS2	NC_001417	Bacteria	329852	Viruses		Leviviridae		Levivirus	Escherichia virus MS2	Unassigned	Leviviridae		Levivirus	Escherichia virus MS2	51	77	245	259	267	269	273	252	cluster	2	VC_252_0	2	0.3203	0.9978	0.3196	1.0000
Rhodobacter_phage_RC1	NC_020839	Bacteria	754055	Viruses	Caudovirales	Siphoviridae			Rhodobacter phage RC1						15	143	151	151	156	155	158	253	cluster	2	VC_253_0	2	0.2632	0.9535	0.2510	1.0000
Rhodovulum_phage_RS1	NC_020866	Bacteria	754056	Viruses	Caudovirales	Siphoviridae			Rhodovulum phage RS1						15	143	151	151	156	155	158	253	cluster	2	VC_253_0	2	0.2632	0.9535	0.2510	1.0000
Chimpanzee_faeces_associated_microphage_1	NC_030472	Bacteria	1676181	Viruses		Microviridae			Chimpanzee faeces associated microphage 1						18	171	187	191	201	204	207	254	cluster	2	VC_254_0	2	0.1972	0.9757	0.1924	1.0000
Chimpanzee_faeces_associated_microphage_3	NC_030458	Bacteria	1676183	Viruses		Microviridae			Chimpanzee faeces associated microphage 3						18	171	187	191	201	204	207	254	cluster	2	VC_254_0	2	0.1972	0.9757	0.1924	1.0000
Gordonia_phage_Bowser	NC_030930	Bacteria	1838063	Viruses	Caudovirales	Siphoviridae			Gordonia phage Bowser						27	133	107	108	109	110	112	255	cluster	3	VC_255_0	3	0.2676	0.9981	0.2671	1.0000
Gordonia_phage_Hedwig	NC_031099	Bacteria	1887648	Viruses	Caudovirales	Siphoviridae			Gordonia phage Hedwig						27	133	107	108	109	110	112	255	cluster	3	VC_255_0	3	0.2676	0.9981	0.2671	1.0000
Gordonia_phage_Schwabeltier	NC_031255	Bacteria	1821561	Viruses	Caudovirales	Siphoviridae			Gordonia phage Schwabeltier						27	133	107	108	109	110	112	255	cluster	3	VC_255_0	3	0.2676	0.9981	0.2671	1.0000
Mannheimia_phage_vB_MhS_1152AP2	NC_028956	Bacteria	1572747	Viruses	Caudovirales	Siphoviridae		Lambdavirus	Mannheimia phage vB_MhS_1152AP2						3	175	192	196	206	209	212	257	cluster	3	VC_257_0	3	0.2332	0.9985	0.2328	0.6667
Mannheimia_phage_vB_MhS_535AP2	NC_028853	Bacteria	1572743	Viruses	Caudovirales	Siphoviridae		Lambdavirus	Mannheimia phage vB_MhS_535AP2						3	175	192	196	206	209	212	257	cluster	3	VC_257_0	3	0.2332	0.9985	0.2328	0.6667
Mannheimia_phage_vB_MhS_587AP2	NC_028743	Bacteria	1572745	Viruses	Caudovirales	Siphoviridae		Lambdavirus	Mannheimia phage vB_MhS_587AP2						3	175	192	196	206	209	212	257	cluster	3	VC_257_0	3	0.2332	0.9985	0.2328	0.6667
Burkholderia_virus_phi1026b	NC_005284	Bacteria	255131	Viruses	Caudovirales	Siphoviridae		E125virus	Burkholderia virus phi1026b	Caudovirales	Siphoviridae		E125virus	Burkholderia virus phi1026b	3	112	114	114	117	119	122	258	cluster	3	VC_258_0	3	0.2292	0.9984	0.2288	1.0000
Burkholderia_virus_phi6442	NC_009235	Bacteria	431891	Viruses	Caudovirales	Siphoviridae		E125virus	Burkholderia virus phi6442	Caudovirales	Siphoviridae		E125virus	Burkholderia virus phi6442	3	112	114	114	117	119	122	258	cluster	3	VC_258_0	3	0.2292	0.9984	0.2288	1.0000
Burkholderia_virus_phiE125	NC_003309	Bacteria	180504	Viruses	Caudovirales	Siphoviridae		E125virus	Burkholderia virus phiE125	Caudovirales	Siphoviridae		E125virus	Burkholderia virus phiE125	3	112	114	114	117	119	122	258	cluster	3	VC_258_0	3	0.2292	0.9984	0.2288	1.0000
Vibrio_phage_vB_VpaM_MAR	NC_019722	Bacteria	1229754	Viruses	Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus MAR	Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus MAR	11	114	119	119	123	221	226	259	cluster	3	VC_259_0	3	0.2054	0.9984	0.2051	1.0000
Vibrio_phage_VHML	NC_004456	Bacteria	207597	Viruses	Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus VHML	Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus VHML	11	114	119	119	123	221	226	259	cluster	3	VC_259_0	3	0.2054	0.9984	0.2051	1.0000
Vibrio_phage_VP585	NC_027981	Bacteria	631719	Viruses	Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus VP585	Caudovirales	Myoviridae		Vhmlvirus	Vibrio virus VP585	11	114	119	119	123	221	226	259	cluster	3	VC_259_0	3	0.2054	0.9984	0.2051	1.0000
Clostridium_phage_phi3626	NC_003524	Bacteria	190478	Viruses	Caudovirales	Siphoviridae			Clostridium phage phi3626						8	84	82	70	213	163	165	260	cluster	3	VC_260_0	3	0.1962	0.9976	0.1957	1.0000
Clostridium_phage_PhiS63	NC_017978	Bacteria	1187894	Viruses	Caudovirales	Siphoviridae			Clostridium phage PhiS63						8	84	82	70	213	163	165	260	cluster	3	VC_260_0	3	0.1962	0.9976	0.1957	1.0000
Clostridium_phage_phiSM101	NC_008265	Bacteria	396359	Viruses	Caudovirales	Siphoviridae			Clostridium phage phiSM101						8	84	82	70	120	163	165	260	cluster	3	VC_260_0	3	0.1962	0.9976	0.1957	1.0000
Gordonia_phage_BritBrat	NC_030942	Bacteria	1838064	Viruses	Caudovirales	Siphoviridae			Gordonia phage BritBrat						7	217	177	178	188	190	193	261	cluster	2	VC_261_0	2	0.1026	0.9545	0.0979	0.0000
Gordonia_phage_GAL1	NC_031936	Bacteria	1647469	Viruses	Caudovirales	Siphoviridae			Gordonia phage GAL1						7	217	177	178	188	190	193	261	cluster	2	VC_261_0	2	0.1026	0.9545	0.0979	0.0000
Gordonia_phage_Lucky10	NC_031267	Bacteria	1821557	Viruses	Caudovirales	Siphoviridae			Gordonia phage Lucky10						7	43	177	178	188	190	193	261	cluster	1	VC_261_1	1	0.0000	1.0000	0.0000	1.0000
Pseudomonas_phage_phiPsa374	NC_023601	Bacteria	1458843	Viruses	Caudovirales	Myoviridae			Pseudomonas phage phiPsa374						20	15	29	26	24	23	22	262	cluster	2	VC_262_0	2	0.0656	0.9553	0.0627	1.0000
Pseudomonas_phage_vB_PsyM_KIL1	NC_030934	Bacteria	1777065	Viruses	Caudovirales	Myoviridae			Pseudomonas phage vB_PsyM_KIL1						20	15	29	26	24	23	22	262	cluster	1	VC_262_1	1	0.0000	1.0000	0.0000	1.0000
Pseudomonas_phage_VCM	NC_029065	Bacteria	1729937	Viruses	Caudovirales	Myoviridae			Pseudomonas phage VCM						20	15	29	26	24	23	22	262	cluster	2	VC_262_0	2	0.0656	0.9553	0.0627	1.0000
Agrobacterium_phage_7-7-1	NC_019519	Bacteria	1161931	Viruses	Caudovirales	Myoviridae			Agrobacterium phage 7-7-1						38	56	101	77	75	75	76	263	cluster	3	VC_263_0	3	0.0855	0.9917	0.0848	1.0000
Rhizobium_phage_vB_RglS_P106B	NC_023566	Bacteria	1458697	Viruses	Caudovirales	Siphoviridae			Rhizobium phage vB_RglS_P106B						38	56	101	77	75	75	76	263	cluster	3	VC_263_0	3	0.0855	0.9917	0.0848	1.0000
